,stationId,date,temperature,pressure,humidity,weather,weather_code,weather_desc,weather_cloud,weather_rain,wind_speed,wind_direction
0,guanyuan_aq,2018-04-28 21:00:00,24.043000000000006,995.31,44,Clear,800,clear sky,0,0.0,3.31,182.502
0,guanyuan_aq,2018-04-29 00:00:00,18.92100000000005,995.38,61,Clear,800,clear sky,0,0.0,2.07,191.001
0,guanyuan_aq,2018-04-29 03:00:00,15.25,994.64,76,Clear,800,clear sky,8,0.0,0.76,74.5001
0,guanyuan_aq,2018-04-29 06:00:00,12.765000000000043,994.57,82,Clear,800,clear sky,0,0.0,1.06,64.5019
0,guanyuan_aq,2018-04-29 09:00:00,20.814999999999998,995.29,62,Clouds,801,few clouds,12,0.0,1.87,77.0098
0,guanyuan_aq,2018-04-29 12:00:00,26.069000000000017,994.82,50,Clouds,801,few clouds,24,0.0,1.87,116.001
0,guanyuan_aq,2018-04-29 15:00:00,29.476,992.45,40,Clouds,802,scattered clouds,48,0.0,4.11,149.501
0,guanyuan_aq,2018-04-29 18:00:00,29.338000000000022,991.48,38,Rain,500,light rain,12,0.01045,2.21,209.002
0,guanyuan_aq,2018-04-29 21:00:00,17.32000000000005,993.72,84,Rain,500,light rain,12,1.70145,2.41,51.5002
0,guanyuan_aq,2018-04-30 00:00:00,15.388000000000034,995.29,89,Rain,500,light rain,44,0.2051,1.45,333.506
0,wanshouxigong_aq,2018-04-27 00:00:00,15.210000000000036,1025.49,28,Clear,800,clear sky,0,0.0,5.46,23.0009
0,wanshouxigong_aq,2018-04-27 03:00:00,10.700000000000045,1027.56,50,Clear,800,clear sky,0,0.0,1.96,37.5009
0,wanshouxigong_aq,2018-04-27 06:00:00,8.460000000000036,1029.17,73,Clear,800,clear sky,0,0.0,1.06,128.001
0,wanshouxigong_aq,2018-04-27 09:00:00,18.023000000000025,1031.24,48,Clear,800,clear sky,0,0.0,3.21,223.5
0,wanshouxigong_aq,2018-04-27 12:00:00,21.936000000000035,1030.82,44,Clear,800,clear sky,0,0.0,5.56,214.503
0,wanshouxigong_aq,2018-04-27 15:00:00,24.299000000000035,1027.66,37,Clear,800,clear sky,0,0.0,7.07,215.0
0,wanshouxigong_aq,2018-04-27 18:00:00,24.01600000000002,1024.9,35,Clear,800,clear sky,0,0.0,7.07,217.501
0,wanshouxigong_aq,2018-04-27 21:00:00,19.712000000000046,1024.64,41,Clear,800,clear sky,0,0.0,6.15,212.501
0,wanshouxigong_aq,2018-04-28 00:00:00,17.194000000000017,1024.56,46,Clear,800,clear sky,0,0.0,6.1,213.503
0,wanshouxigong_aq,2018-04-28 03:00:00,15.412000000000035,1022.88,58,Clear,800,clear sky,0,0.0,4.65,221.001
0,wanshouxigong_aq,2018-04-28 06:00:00,12.361000000000047,1021.89,76,Clear,800,clear sky,0,0.0,2.23,208.502
0,wanshouxigong_aq,2018-04-28 09:00:00,17.81400000000002,1021.71,59,Clear,800,clear sky,0,0.0,0.92,312.001
0,wanshouxigong_aq,2018-04-28 12:00:00,23.730000000000018,1020.37,54,Clear,800,clear sky,0,0.0,1.16,154.5
0,wanshouxigong_aq,2018-04-28 15:00:00,29.12900000000002,1017.16,43,Clear,800,clear sky,0,0.0,2.75,184.0
0,wanshouxigong_aq,2018-04-28 18:00:00,30.25600000000003,1014.82,36,Clear,800,clear sky,0,0.0,5.55,204.5
0,wanshouxigong_aq,2018-04-28 21:00:00,25.44300000000004,1014.92,47,Clear,800,clear sky,0,0.0,5.18,215.502
0,wanshouxigong_aq,2018-04-29 00:00:00,23.121000000000038,1015.41,53,Clear,800,clear sky,0,0.0,5.37,223.001
0,wanshouxigong_aq,2018-04-29 03:00:00,21.400000000000034,1014.51,51,Clouds,801,few clouds,12,0.0,6.01,216.5
0,wanshouxigong_aq,2018-04-29 06:00:00,18.814999999999998,1014.11,57,Clear,800,clear sky,8,0.0,3.86,207.502
0,wanshouxigong_aq,2018-04-29 09:00:00,22.015000000000043,1014.34,56,Clouds,801,few clouds,20,0.0,1.97,187.51
0,wanshouxigong_aq,2018-04-29 12:00:00,27.370000000000005,1014.19,51,Clouds,801,few clouds,20,0.0,1.32,180.001
0,wanshouxigong_aq,2018-04-29 15:00:00,31.626000000000033,1011.82,40,Clouds,801,few clouds,20,0.0,4.56,191.001
0,wanshouxigong_aq,2018-04-29 18:00:00,31.53800000000001,1010.61,35,Clear,800,clear sky,8,0.0,5.81,225.002
0,wanshouxigong_aq,2018-04-29 21:00:00,26.470000000000027,1011.63,35,Clouds,801,few clouds,12,0.0,4.51,228.5
0,wanshouxigong_aq,2018-04-30 00:00:00,21.988,1013.28,64,Rain,500,light rain,56,0.2637,3.28,223.006
0,aotizhongxin_aq,2018-04-27 00:00:00,14.939999999999998,1006.12,23,Clear,800,clear sky,0,0.0,3.51,2.50095
0,aotizhongxin_aq,2018-04-27 03:00:00,9.270000000000039,1007.54,57,Clear,800,clear sky,0,0.0,1.26,346.501
0,aotizhongxin_aq,2018-04-27 06:00:00,6.57000000000005,1008.82,60,Clear,800,clear sky,0,0.0,0.91,231.001
0,aotizhongxin_aq,2018-04-27 09:00:00,17.573000000000036,1010.72,43,Clear,800,clear sky,0,0.0,2.11,193.0
0,aotizhongxin_aq,2018-04-27 12:00:00,22.186000000000035,1009.67,40,Clear,800,clear sky,0,0.0,4.21,193.503
0,aotizhongxin_aq,2018-04-27 15:00:00,24.349000000000046,1006.58,35,Clear,800,clear sky,0,0.0,4.82,196.5
0,aotizhongxin_aq,2018-04-27 18:00:00,24.165999999999997,1003.99,33,Clear,800,clear sky,0,0.0,4.62,187.501
0,aotizhongxin_aq,2018-04-27 21:00:00,19.312000000000012,1003.89,44,Clear,800,clear sky,0,0.0,3.45,181.501
0,aotizhongxin_aq,2018-04-28 00:00:00,14.094000000000051,1003.89,71,Clear,800,clear sky,0,0.0,2.2,184.503
0,aotizhongxin_aq,2018-04-28 03:00:00,10.462000000000046,1002.86,78,Clear,800,clear sky,0,0.0,0.8,75.5015
0,aotizhongxin_aq,2018-04-28 06:00:00,8.161000000000001,1002.11,82,Clear,800,clear sky,0,0.0,1.18,44.5021
0,aotizhongxin_aq,2018-04-28 09:00:00,16.76400000000001,1002.02,57,Clear,800,clear sky,0,0.0,1.62,17.5012
0,aotizhongxin_aq,2018-04-28 12:00:00,23.180000000000007,1000.52,47,Clear,800,clear sky,0,0.0,1.71,114.0
0,aotizhongxin_aq,2018-04-28 15:00:00,27.67900000000003,997.46,40,Clear,800,clear sky,0,0.0,3.0,151.5
0,aotizhongxin_aq,2018-04-28 18:00:00,28.206000000000017,995.45,35,Clear,800,clear sky,0,0.0,4.37,173.0
0,aotizhongxin_aq,2018-04-28 21:00:00,24.043000000000006,995.31,44,Clear,800,clear sky,0,0.0,3.31,182.502
0,aotizhongxin_aq,2018-04-29 00:00:00,18.92100000000005,995.38,61,Clear,800,clear sky,0,0.0,2.07,191.001
0,aotizhongxin_aq,2018-04-29 03:00:00,15.25,994.64,76,Clear,800,clear sky,8,0.0,0.76,74.5001
0,aotizhongxin_aq,2018-04-29 06:00:00,12.765000000000043,994.57,82,Clear,800,clear sky,0,0.0,1.06,64.5019
0,aotizhongxin_aq,2018-04-29 09:00:00,20.814999999999998,995.29,62,Clouds,801,few clouds,12,0.0,1.87,77.0098
0,aotizhongxin_aq,2018-04-29 12:00:00,26.069000000000017,994.82,50,Clouds,801,few clouds,24,0.0,1.87,116.001
0,aotizhongxin_aq,2018-04-29 15:00:00,29.476,992.45,40,Clouds,802,scattered clouds,48,0.0,4.11,149.501
0,aotizhongxin_aq,2018-04-29 18:00:00,29.338000000000022,991.48,38,Rain,500,light rain,12,0.01045,2.21,209.002
0,aotizhongxin_aq,2018-04-29 21:00:00,17.32000000000005,993.72,84,Rain,500,light rain,12,1.70145,2.41,51.5002
0,aotizhongxin_aq,2018-04-30 00:00:00,15.388000000000034,995.29,89,Rain,500,light rain,44,0.2051,1.45,333.506
0,nongzhanguan_aq,2018-04-27 00:00:00,14.939999999999998,1006.12,23,Clear,800,clear sky,0,0.0,3.51,2.50095
0,nongzhanguan_aq,2018-04-27 03:00:00,9.270000000000039,1007.54,57,Clear,800,clear sky,0,0.0,1.26,346.501
0,nongzhanguan_aq,2018-04-27 06:00:00,6.57000000000005,1008.82,60,Clear,800,clear sky,0,0.0,0.91,231.001
0,nongzhanguan_aq,2018-04-27 09:00:00,17.573000000000036,1010.72,43,Clear,800,clear sky,0,0.0,2.11,193.0
0,nongzhanguan_aq,2018-04-27 12:00:00,22.186000000000035,1009.67,40,Clear,800,clear sky,0,0.0,4.21,193.503
0,nongzhanguan_aq,2018-04-27 15:00:00,24.349000000000046,1006.58,35,Clear,800,clear sky,0,0.0,4.82,196.5
0,nongzhanguan_aq,2018-04-27 18:00:00,24.165999999999997,1003.99,33,Clear,800,clear sky,0,0.0,4.62,187.501
0,nongzhanguan_aq,2018-04-27 21:00:00,19.312000000000012,1003.89,44,Clear,800,clear sky,0,0.0,3.45,181.501
0,nongzhanguan_aq,2018-04-28 00:00:00,14.094000000000051,1003.89,71,Clear,800,clear sky,0,0.0,2.2,184.503
0,nongzhanguan_aq,2018-04-28 03:00:00,10.462000000000046,1002.86,78,Clear,800,clear sky,0,0.0,0.8,75.5015
0,nongzhanguan_aq,2018-04-28 06:00:00,8.161000000000001,1002.11,82,Clear,800,clear sky,0,0.0,1.18,44.5021
0,nongzhanguan_aq,2018-04-28 09:00:00,16.76400000000001,1002.02,57,Clear,800,clear sky,0,0.0,1.62,17.5012
0,nongzhanguan_aq,2018-04-28 12:00:00,23.180000000000007,1000.52,47,Clear,800,clear sky,0,0.0,1.71,114.0
0,nongzhanguan_aq,2018-04-28 15:00:00,27.67900000000003,997.46,40,Clear,800,clear sky,0,0.0,3.0,151.5
0,nongzhanguan_aq,2018-04-28 18:00:00,28.206000000000017,995.45,35,Clear,800,clear sky,0,0.0,4.37,173.0
0,nongzhanguan_aq,2018-04-28 21:00:00,24.043000000000006,995.31,44,Clear,800,clear sky,0,0.0,3.31,182.502
0,nongzhanguan_aq,2018-04-29 00:00:00,18.92100000000005,995.38,61,Clear,800,clear sky,0,0.0,2.07,191.001
0,nongzhanguan_aq,2018-04-29 03:00:00,15.25,994.64,76,Clear,800,clear sky,8,0.0,0.76,74.5001
0,nongzhanguan_aq,2018-04-29 06:00:00,12.765000000000043,994.57,82,Clear,800,clear sky,0,0.0,1.06,64.5019
0,nongzhanguan_aq,2018-04-29 09:00:00,20.814999999999998,995.29,62,Clouds,801,few clouds,12,0.0,1.87,77.0098
0,nongzhanguan_aq,2018-04-29 12:00:00,26.069000000000017,994.82,50,Clouds,801,few clouds,24,0.0,1.87,116.001
0,nongzhanguan_aq,2018-04-29 15:00:00,29.476,992.45,40,Clouds,802,scattered clouds,48,0.0,4.11,149.501
0,nongzhanguan_aq,2018-04-29 18:00:00,29.338000000000022,991.48,38,Rain,500,light rain,12,0.01045,2.21,209.002
0,nongzhanguan_aq,2018-04-29 21:00:00,17.32000000000005,993.72,84,Rain,500,light rain,12,1.70145,2.41,51.5002
0,nongzhanguan_aq,2018-04-30 00:00:00,15.388000000000034,995.29,89,Rain,500,light rain,44,0.2051,1.45,333.506
0,wanliu_aq,2018-04-27 00:00:00,14.939999999999998,1006.12,23,Clear,800,clear sky,0,0.0,3.51,2.50095
0,wanliu_aq,2018-04-27 03:00:00,9.270000000000039,1007.54,57,Clear,800,clear sky,0,0.0,1.26,346.501
0,wanliu_aq,2018-04-27 06:00:00,6.57000000000005,1008.82,60,Clear,800,clear sky,0,0.0,0.91,231.001
0,wanliu_aq,2018-04-27 09:00:00,17.573000000000036,1010.72,43,Clear,800,clear sky,0,0.0,2.11,193.0
0,wanliu_aq,2018-04-27 12:00:00,22.186000000000035,1009.67,40,Clear,800,clear sky,0,0.0,4.21,193.503
0,wanliu_aq,2018-04-27 15:00:00,24.349000000000046,1006.58,35,Clear,800,clear sky,0,0.0,4.82,196.5
0,wanliu_aq,2018-04-27 18:00:00,24.165999999999997,1003.99,33,Clear,800,clear sky,0,0.0,4.62,187.501
0,wanliu_aq,2018-04-27 21:00:00,19.312000000000012,1003.89,44,Clear,800,clear sky,0,0.0,3.45,181.501
0,wanliu_aq,2018-04-28 00:00:00,14.094000000000051,1003.89,71,Clear,800,clear sky,0,0.0,2.2,184.503
0,wanliu_aq,2018-04-28 03:00:00,10.462000000000046,1002.86,78,Clear,800,clear sky,0,0.0,0.8,75.5015
0,wanliu_aq,2018-04-28 06:00:00,8.161000000000001,1002.11,82,Clear,800,clear sky,0,0.0,1.18,44.5021
0,wanliu_aq,2018-04-28 09:00:00,16.76400000000001,1002.02,57,Clear,800,clear sky,0,0.0,1.62,17.5012
0,wanliu_aq,2018-04-28 12:00:00,23.180000000000007,1000.52,47,Clear,800,clear sky,0,0.0,1.71,114.0
0,wanliu_aq,2018-04-28 15:00:00,27.67900000000003,997.46,40,Clear,800,clear sky,0,0.0,3.0,151.5
0,wanliu_aq,2018-04-28 18:00:00,28.206000000000017,995.45,35,Clear,800,clear sky,0,0.0,4.37,173.0
0,wanliu_aq,2018-04-28 21:00:00,24.043000000000006,995.31,44,Clear,800,clear sky,0,0.0,3.31,182.502
0,wanliu_aq,2018-04-29 00:00:00,18.92100000000005,995.38,61,Clear,800,clear sky,0,0.0,2.07,191.001
0,wanliu_aq,2018-04-29 03:00:00,15.25,994.64,76,Clear,800,clear sky,8,0.0,0.76,74.5001
0,wanliu_aq,2018-04-29 06:00:00,12.765000000000043,994.57,82,Clear,800,clear sky,0,0.0,1.06,64.5019
0,wanliu_aq,2018-04-29 09:00:00,20.814999999999998,995.29,62,Clouds,801,few clouds,12,0.0,1.87,77.0098
0,wanliu_aq,2018-04-29 12:00:00,26.069000000000017,994.82,50,Clouds,801,few clouds,24,0.0,1.87,116.001
0,wanliu_aq,2018-04-29 15:00:00,29.476,992.45,40,Clouds,802,scattered clouds,48,0.0,4.11,149.501
0,wanliu_aq,2018-04-29 18:00:00,29.338000000000022,991.48,38,Rain,500,light rain,12,0.01045,2.21,209.002
0,wanliu_aq,2018-04-29 21:00:00,17.32000000000005,993.72,84,Rain,500,light rain,12,1.70145,2.41,51.5002
0,wanliu_aq,2018-04-30 00:00:00,15.388000000000034,995.29,89,Rain,500,light rain,44,0.2051,1.45,333.506
0,beibuxinqu_aq,2018-04-27 00:00:00,14.939999999999998,1006.12,23,Clear,800,clear sky,0,0.0,3.51,2.50095
0,beibuxinqu_aq,2018-04-27 03:00:00,9.270000000000039,1007.54,57,Clear,800,clear sky,0,0.0,1.26,346.501
0,beibuxinqu_aq,2018-04-27 06:00:00,6.57000000000005,1008.82,60,Clear,800,clear sky,0,0.0,0.91,231.001
0,beibuxinqu_aq,2018-04-27 09:00:00,17.573000000000036,1010.72,43,Clear,800,clear sky,0,0.0,2.11,193.0
0,beibuxinqu_aq,2018-04-27 12:00:00,22.186000000000035,1009.67,40,Clear,800,clear sky,0,0.0,4.21,193.503
0,beibuxinqu_aq,2018-04-27 15:00:00,24.349000000000046,1006.58,35,Clear,800,clear sky,0,0.0,4.82,196.5
0,beibuxinqu_aq,2018-04-27 18:00:00,24.165999999999997,1003.99,33,Clear,800,clear sky,0,0.0,4.62,187.501
0,beibuxinqu_aq,2018-04-27 21:00:00,19.312000000000012,1003.89,44,Clear,800,clear sky,0,0.0,3.45,181.501
0,beibuxinqu_aq,2018-04-28 00:00:00,14.094000000000051,1003.89,71,Clear,800,clear sky,0,0.0,2.2,184.503
0,beibuxinqu_aq,2018-04-28 03:00:00,10.462000000000046,1002.86,78,Clear,800,clear sky,0,0.0,0.8,75.5015
0,beibuxinqu_aq,2018-04-28 06:00:00,8.161000000000001,1002.11,82,Clear,800,clear sky,0,0.0,1.18,44.5021
0,beibuxinqu_aq,2018-04-28 09:00:00,16.76400000000001,1002.02,57,Clear,800,clear sky,0,0.0,1.62,17.5012
0,beibuxinqu_aq,2018-04-28 12:00:00,23.180000000000007,1000.52,47,Clear,800,clear sky,0,0.0,1.71,114.0
0,beibuxinqu_aq,2018-04-28 15:00:00,27.67900000000003,997.46,40,Clear,800,clear sky,0,0.0,3.0,151.5
0,beibuxinqu_aq,2018-04-28 18:00:00,28.206000000000017,995.45,35,Clear,800,clear sky,0,0.0,4.37,173.0
0,beibuxinqu_aq,2018-04-28 21:00:00,24.043000000000006,995.31,44,Clear,800,clear sky,0,0.0,3.31,182.502
0,beibuxinqu_aq,2018-04-29 00:00:00,18.92100000000005,995.38,61,Clear,800,clear sky,0,0.0,2.07,191.001
0,beibuxinqu_aq,2018-04-29 03:00:00,15.25,994.64,76,Clear,800,clear sky,8,0.0,0.76,74.5001
0,beibuxinqu_aq,2018-04-29 06:00:00,12.765000000000043,994.57,82,Clear,800,clear sky,0,0.0,1.06,64.5019
0,beibuxinqu_aq,2018-04-29 09:00:00,20.814999999999998,995.29,62,Clouds,801,few clouds,12,0.0,1.87,77.0098
0,beibuxinqu_aq,2018-04-29 12:00:00,26.069000000000017,994.82,50,Clouds,801,few clouds,24,0.0,1.87,116.001
0,beibuxinqu_aq,2018-04-29 15:00:00,29.476,992.45,40,Clouds,802,scattered clouds,48,0.0,4.11,149.501
0,beibuxinqu_aq,2018-04-29 18:00:00,29.338000000000022,991.48,38,Rain,500,light rain,12,0.01045,2.21,209.002
0,beibuxinqu_aq,2018-04-29 21:00:00,17.32000000000005,993.72,84,Rain,500,light rain,12,1.70145,2.41,51.5002
0,beibuxinqu_aq,2018-04-30 00:00:00,15.388000000000034,995.29,89,Rain,500,light rain,44,0.2051,1.45,333.506
0,zhiwuyuan_aq,2018-04-27 00:00:00,14.939999999999998,1006.12,23,Clear,800,clear sky,0,0.0,3.51,2.50095
0,zhiwuyuan_aq,2018-04-27 03:00:00,9.270000000000039,1007.54,57,Clear,800,clear sky,0,0.0,1.26,346.501
0,zhiwuyuan_aq,2018-04-27 06:00:00,6.57000000000005,1008.82,60,Clear,800,clear sky,0,0.0,0.91,231.001
0,zhiwuyuan_aq,2018-04-27 09:00:00,17.573000000000036,1010.72,43,Clear,800,clear sky,0,0.0,2.11,193.0
0,zhiwuyuan_aq,2018-04-27 12:00:00,22.186000000000035,1009.67,40,Clear,800,clear sky,0,0.0,4.21,193.503
0,zhiwuyuan_aq,2018-04-27 15:00:00,24.349000000000046,1006.58,35,Clear,800,clear sky,0,0.0,4.82,196.5
0,zhiwuyuan_aq,2018-04-27 18:00:00,24.165999999999997,1003.99,33,Clear,800,clear sky,0,0.0,4.62,187.501
0,zhiwuyuan_aq,2018-04-27 21:00:00,19.312000000000012,1003.89,44,Clear,800,clear sky,0,0.0,3.45,181.501
0,zhiwuyuan_aq,2018-04-28 00:00:00,14.094000000000051,1003.89,71,Clear,800,clear sky,0,0.0,2.2,184.503
0,zhiwuyuan_aq,2018-04-28 03:00:00,10.462000000000046,1002.86,78,Clear,800,clear sky,0,0.0,0.8,75.5015
0,zhiwuyuan_aq,2018-04-28 06:00:00,8.161000000000001,1002.11,82,Clear,800,clear sky,0,0.0,1.18,44.5021
0,zhiwuyuan_aq,2018-04-28 09:00:00,16.76400000000001,1002.02,57,Clear,800,clear sky,0,0.0,1.62,17.5012
0,zhiwuyuan_aq,2018-04-28 12:00:00,23.180000000000007,1000.52,47,Clear,800,clear sky,0,0.0,1.71,114.0
0,zhiwuyuan_aq,2018-04-28 15:00:00,27.67900000000003,997.46,40,Clear,800,clear sky,0,0.0,3.0,151.5
